bedrooms,bathrooms,sqft_living,floors,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,price
3,2.25,1445,2,1300,145,2003,0,206 Lingering Pine Dr NW,Issaquah,WA 98027,USA,389999
3,1.75,2380,1.5,1320,1060,1935,1974,8723 S 117th St,Seattle,WA 98178,USA,285000
4,2.75,2830,2,2830,0,1998,2006,26592 SE 15th St,Sammamish,WA 98075,USA,744000
4,2.5,3010,2,3010,0,1996,0,4375 279th Ave NE,Redmond,WA 98053,USA,700000
4,2.25,2000,1,2000,0,1978,2000,4231 SW 323rd St,Federal Way,WA 98023,USA,318989
3,2.25,2020,2,2020,0,1998,2006,13031 NE 70th Dr,Kirkland,WA 98033,USA,556000
3,2.5,2030,2,2030,0,1993,0,23418 SE 282nd Pl,Maple Valley,WA 98038,USA,275000
3,2.75,2550,2,2550,0,1994,0,14540 5th Ave NE,Shoreline,WA 98155,USA,430000
2,1,970,1,970,0,1949,1998,9807 22nd Ave SW,Seattle,WA 98106,USA,300000
3,1.75,1540,1,1540,0,1967,0,1106-1128 Lewis Ln SE,Issaquah,WA 98027,USA,396450
2,1,1396,1,1396,0,1940,1997,24841 Redmond-Fall City Rd NE,Redmond,WA 98053,USA,225000
4,3.25,2780,2,2780,0,2006,0,543 N 138th St,Seattle,WA 98133,USA,700000
6,2,2220,1,2220,0,1977,2004,142 11th St SE,Auburn,WA 98002,USA,260000
4,3.5,2350,2,1670,680,1994,0,11221 NE 106th Pl,Kirkland,WA 98033,USA,655000
3,2.25,2760,2,2760,0,1978,0,13204 NE 45th St,Bellevue,WA 98005,USA,1185000
3,2.5,4460,2,4460,0,1992,0,126th Ln NE,Kirkland,WA 98033,USA,1550000
3,2,1440,1,1440,0,2007,0,23571-23613 NE Twinberry Way,Redmond,WA 98053,USA,413800
5,3.75,5330,2,3570,1760,2006,0,832 Summerhill Ridge Dr NW,Issaquah,WA 98027,USA,950000
4,2.5,2220,2,2220,0,2014,0,11283-11399 5th Ave SW,Seattle,WA 98146,USA,334990
5,4.75,5305,2,3745,1560,2005,0,1010 6th St W,Kirkland,WA 98033,USA,2700000
3,4,3880,2,3700,180,2009,0,8090 Juanita Dr NE,Kirkland,WA 98034,USA,1030000
4,3.25,3810,1,2680,1130,2007,0,10022 NE 110th St,Kirkland,WA 98033,USA,1130000
3,3,1960,2,1600,360,2007,0,1150 NE Park Dr,Issaquah,WA 98029,USA,556000
3,2.5,1530,3,1530,0,2009,0,933 N 97th St,Seattle,WA 98103,USA,360000
4,2.25,3250,2,3250,0,1983,0,28030 185th Pl SE,Kent,WA 98042,USA,480000
3,2.5,1750,2,1750,0,1994,0,11201 SE 190th Pl,Renton,WA 98055,USA,324000
4,3.25,3440,2,3440,0,1983,2009,11704 NE 41st St,Kirkland,WA 98033,USA,1050000
1,0.75,1170,1,880,290,1962,0,37316 W Lake Walker Dr SE,Enumclaw,WA 98022,USA,275000
3,1,870,1,870,0,1969,2014,19654 SE 260th St,Covington,WA 98042,USA,180000
4,2.5,2930,2,2930,0,1998,2006,1645 219th Pl SE,Sammamish,WA 98075,USA,749000
3,2.5,3160,1,1820,1340,1966,0,9410 Lake Washington Blvd NE,Bellevue,WA 98004,USA,1600000
2,1,800,1,800,0,1918,0,108 NW 41st St,Seattle,WA 98107,USA,373500
4,2.5,2350,2,2350,0,1987,0,14019 SE 61st Pl,Bellevue,WA 98006,USA,770000
2,1.75,1060,1,1060,0,1977,2004,15523 187th Ave NE,Woodinville,WA 98072,USA,356000
3,1.75,2060,1,1350,710,1984,0,6619 147th Ct NE,Redmond,WA 98052,USA,625000
2,1.75,1560,1,780,780,1904,0,115 Blaine St,Seattle,WA 98109,USA,494400
4,1.75,3000,1,1500,1500,1950,2005,3901 Park Ave N,Renton,WA 98056,USA,585000
3,1.5,1660,2,1660,0,1907,1983,1814 1st Ave W,Seattle,WA 98119,USA,926300
3,1.75,1650,1,1040,610,1908,0,547 NE 81st St,Seattle,WA 98115,USA,600000
4,3,3220,2,2450,770,1990,2009,20301 96th Ave S,Kent,WA 98031,USA,430000
3,1.5,2320,1,2320,0,1976,0,26905 NE Cherry St,Duvall,WA 98019,USA,307000
4,2.75,2750,1,1720,1030,1981,2013,27318 10th Pl S,Des Moines,WA 98198,USA,604700
3,1,910,1,910,0,1956,0,303 SW 108th St,Seattle,WA 98146,USA,219900
2,1.5,840,2,840,0,2005,0,9122 23rd Ave NE,Seattle,WA 98115,USA,270000
3,2.25,1470,2,1090,380,2007,0,7202 California Ave SW,Seattle,WA 98136,USA,432000
6,2,2040,1,2040,0,1943,0,555 Index Ave NE,Renton,WA 98056,USA,300000
3,1,1100,1.5,1100,0,1922,0,28764 Redondo Beach Dr S,Des Moines,WA 98198,USA,361000
2,1,940,1,940,0,1959,0,628 SW 136th St,Burien,WA 98166,USA,249950
3,2,1110,1,1110,0,1978,0,17040 426th Ave SE,North Bend,WA 98045,USA,320000
4,1.75,2200,1.5,1400,800,1942,0,12036 23rd Ave S,Seattle,WA 98168,USA,305000
2,1.75,2860,1,1510,1350,1948,2003,4338 SW 307th St,Federal Way,WA 98023,USA,503000
2,1,740,1,740,0,1938,0,11050 24th Pl SW,Seattle,WA 98146,USA,235750
4,1.75,2740,1,1370,1370,1954,2005,5524 S Morgan St,Seattle,WA 98118,USA,657000
3,1,1250,1,1250,0,1956,0,16204 SE 8th St,Bellevue,WA 98008,USA,385000
4,2.5,3140,2,3140,0,1991,0,32800 7th Ave SW,Federal Way,WA 98023,USA,389950
2,1,820,1,820,0,1954,2005,10218 Aqua Way S,Seattle,WA 98168,USA,150000
4,2.75,2570,2,1720,850,1998,2006,1621 56th Ct SE,Auburn,WA 98092,USA,254500
4,2.25,2350,1,1430,920,1977,0,15800 SE 50th St,Bellevue,WA 98006,USA,555000
4,3,3600,1,2100,1500,1976,1992,2646 168th Ave SE,Bellevue,WA 98008,USA,1075000
4,2,1580,1,1040,540,1967,2011,2306 S 284th Pl,Federal Way,WA 98003,USA,245000
2,1,1070,1,1070,0,1949,0,7057 S Lakeridge Dr,Seattle,WA 98178,USA,319950
3,1,1070,1,1070,0,1951,0,12551 Roosevelt Way NE,Seattle,WA 98125,USA,337000
4,2,1640,2,1640,0,1907,1983,639 NW 52nd St,Seattle,WA 98107,USA,492000
3,2.75,2890,2,2830,60,1987,0,4506 Lake Washington Blvd NE,Kirkland,WA 98033,USA,1170000
3,1,1220,1,1220,0,1966,1963,14405 105th Ave NE,Kirkland,WA 98034,USA,348580
2,1,1400,1,900,500,1922,2008,309 Hardie Ave NW,Renton,WA 98057,USA,180000
3,1,1040,1,1040,0,1942,1999,5440 42nd Ave SW,Seattle,WA 98136,USA,400000
4,2,980,1,980,0,1978,0,17026 426th Ave SE,North Bend,WA 98045,USA,295000
4,3.25,3340,1.5,2240,1100,1963,2000,15243 NE 71st Ct,Redmond,WA 98052,USA,910000
6,4.5,6040,2,4100,1940,1996,0,4616 252nd Ave SE,Issaquah,WA 98029,USA,1150000
3,3.5,1900,2,1430,470,2008,0,6527 41st Ave SW,Seattle,WA 98136,USA,431500
4,1.5,1740,1,1020,720,1962,2003,13904 24th Ave S,SeaTac,WA 98168,USA,180000
3,2,2000,1,1100,900,1916,0,1330 N Lucas Pl,Seattle,WA 98103,USA,677000
3,1.75,1610,1,1090,520,1973,2013,1015 36th Ave E,Seattle,WA 98112,USA,1180500
4,2.5,3240,1,1860,1380,1977,2004,2069 211th Ave NE,Sammamish,WA 98074,USA,635700
5,2.25,2230,1,1320,910,1978,0,16218 195th Pl NE,Woodinville,WA 98077,USA,482000
2,2.5,1160,2,1160,0,1998,2006,8601-8633 26th Ave SW,Seattle,WA 98106,USA,168000
4,2.75,2410,1,1410,1000,1950,0,3210 NW 58th St,Seattle,WA 98107,USA,805000
2,1,590,1.5,590,0,1983,2009,29613-29615 232nd Ave SE,Black Diamond,WA 98010,USA,398000
4,2.5,2600,2,2600,0,1996,0,14623 SE 82nd Ct,Newcastle,WA 98059,USA,665000
4,3,2170,1,1370,800,1968,0,18504 NE 21st St,Redmond,WA 98052,USA,592500
4,2.75,2080,1.5,2080,0,1912,2000,6042 Sycamore Ave NW,Seattle,WA 98107,USA,940000
4,2.5,2860,2,2860,0,1999,0,2853 234th Ave SE,Sammamish,WA 98075,USA,655000
4,2.5,2980,2,2980,0,2000,0,34823 Rhododendron Dr SE,Snoqualmie,WA 98065,USA,622500
2,2.5,1230,2,1060,170,2011,0,2031 S Washington St,Seattle,WA 98144,USA,380000
4,1.75,2260,1,1130,1130,1947,1988,137 18th Ave,Kirkland,WA 98033,USA,648360
3,2.75,2200,1,1100,1100,1982,0,21013 NE 60th Pl,Redmond,WA 98053,USA,432000
4,2.5,3030,1.5,3030,0,1988,0,3255 111th Ave SE,Bellevue,WA 98004,USA,1050000
2,1,1060,2,1060,0,1979,2014,1523 30th Ave S,Seattle,WA 98144,USA,353250
4,3,4260,2,4260,0,1996,0,2432 267th Ct SE,Sammamish,WA 98075,USA,1000000
3,2.25,998,2,798,200,2007,0,820 NW 95th St,Seattle,WA 98117,USA,320000
4,2.5,2052,2,2052,0,2014,0,35650 30th Ave S,Federal Way,WA 98003,USA,349900
4,3.5,3150,2,3150,0,2005,0,22547 134th Pl SE,Kent,WA 98042,USA,330000
3,2.25,1950,1,1950,0,2006,0,3742 S 192nd St,SeaTac,WA 98188,USA,408000
3,2.25,1347,3,1347,0,2010,0,14007-14017 35th Ave NE,Seattle,WA 98125,USA,321000
4,3.75,3860,2.5,3860,0,2007,0,2603 NE Davis Loop,Issaquah,WA 98029,USA,1051000
4,5.5,5060,2,5060,0,2008,0,1500-1598 98th Ave NE,Bellevue,WA 98004,USA,2150000
3,1.5,1360,3,1360,0,2008,0,709 N 94th St,Seattle,WA 98103,USA,359000
5,2.5,2760,2,2760,0,2006,0,843 S Rose St,Seattle,WA 98108,USA,300000
5,3.5,2420,2,2420,0,2013,1923,8803 38th Ave S,Seattle,WA 98118,USA,380000
3,2.5,2450,2,2450,0,2010,0,10741 242nd Pl NE,Redmond,WA 98053,USA,660000
3,2.25,1280,3,1280,0,2005,0,8526 Nesbit Ave N,Seattle,WA 98103,USA,355000
3,2.5,1550,2,1550,0,2011,0,1506 51st St NE,Auburn,WA 98002,USA,259000
1,1,550,2,550,0,2008,0,1620 14th Ave,Seattle,WA 98122,USA,353000
2,2.5,1520,2,1240,280,2007,0,2310 15th Ave S,Seattle,WA 98144,USA,430000
3,1,1670,1.5,1170,500,1939,1989,8030 18th Ave NW,Seattle,WA 98117,USA,460000
1,0.75,430,1,430,0,1912,0,32215 E Rutherford St,Carnation,WA 98014,USA,80000
4,2.5,2380,2,2380,0,1991,0,16810 SE 47th Way,Bellevue,WA 98006,USA,782000
3,1,960,1,960,0,1982,0,506 Harmony Ln,Enumclaw,WA 98022,USA,218000
3,1,1920,1,1120,800,1952,2008,4602 S Fletcher St,Seattle,WA 98118,USA,325000
4,3,3680,1,2060,1620,1967,2011,1414 Magnolia Blvd W,Seattle,WA 98199,USA,980000
4,2.25,2530,1,1570,960,1976,0,4632 141st Ct SE,Bellevue,WA 98006,USA,902000
5,2.5,3840,2,3840,0,1991,0,739 SW 337th St,Federal Way,WA 98023,USA,556000
3,1.75,1240,1.5,1240,0,1926,0,2552 57th Ave SW,Seattle,WA 98116,USA,662990
2,1,1300,1.5,1300,0,1975,0,33023 SE 310th St,Ravensdale,WA 98051,USA,225000
4,2.5,2380,2,2380,0,2002,0,313 Mt Baker Pl NE,Renton,WA 98059,USA,439950
2,1,1300,1,1300,0,1958,0,30557 55th Ave S,Auburn,WA 98001,USA,175000
2,1,780,1,780,0,1946,1989,15210 Mink Rd NE,Woodinville,WA 98077,USA,306000
4,2.5,1810,1,1230,580,1970,2014,17421 SE Covington Sawyer Rd,Kent,WA 98042,USA,235000
3,1.75,2420,2,2420,0,1911,1986,227 W Park St,North Bend,WA 98045,USA,399500
3,1,1280,1.5,1280,0,1910,2014,6008 8th Ave NE,Seattle,WA 98115,USA,478000
2,1,1680,1,1140,540,1941,1998,5906 44th Ave SW,Seattle,WA 98136,USA,515000
3,2.5,2510,2,2510,0,1992,0,919 N 33rd St,Renton,WA 98056,USA,550000
3,1,1700,1,1700,0,1955,2005,12701 2nd Ave SW,Seattle,WA 98146,USA,149000
3,1.75,1680,1,960,720,1992,0,7717 35th Ave NE,Seattle,WA 98115,USA,526000
1,0.75,820,1,820,0,1999,0,7608 N Fork Rd SE,Snoqualmie,WA 98065,USA,527550
3,4,4380,2,4380,0,1983,0,17301 NE 131st St,Redmond,WA 98052,USA,1050000
3,2.5,2600,1,2600,0,1984,0,22922 NE 14th St,Sammamish,WA 98074,USA,625000
5,3.25,3400,2,3400,0,1999,0,15251 NE 6th St,Bellevue,WA 98007,USA,950000
5,1.75,2120,1,1320,800,1942,1982,18318 Meridian Ave N,Shoreline,WA 98133,USA,377691
4,2.75,2250,1,1200,1050,1951,1994,2436 Dexter Ave N,Seattle,WA 98109,USA,648475
3,1,1800,1,1200,600,1942,1982,8639 36th Ave SW,Seattle,WA 98126,USA,383000
3,2.5,2210,2,2210,0,1994,0,10526 157th Ave NE,Redmond,WA 98052,USA,535000
3,2,1560,2,1560,0,1923,1982,828 NE 83rd St,Seattle,WA 98115,USA,449950
4,2.75,2430,1,2430,0,1967,2011,14951 NE 204th St,Woodinville,WA 98072,USA,465425
4,2.5,2560,2,2560,0,1987,0,26007 SE 27th St,Sammamish,WA 98075,USA,675000
3,2.75,1960,1.5,1410,550,1926,0,427 N 63rd St,Seattle,WA 98103,USA,599000
3,1.5,1110,1,1110,0,1963,0,14222 NE 80th Pl,Redmond,WA 98052,USA,416000
2,1.5,1030,1,830,200,1924,2011,2726 Mayfair Ave N,Seattle,WA 98109,USA,595000
4,1,1350,1,1350,0,1966,1963,19516-19598 108th Ave SE,Renton,WA 98055,USA,200000
3,2,1540,2,1540,0,2005,0,2460 NE Park Dr,Issaquah,WA 98029,USA,402000
4,1.75,1830,1,1010,820,1966,0,16130 SE Newport Way,Bellevue,WA 98006,USA,433000
4,1.5,1930,2,1930,0,1979,2014,28616 28th Pl S,Federal Way,WA 98003,USA,275000
3,2,1650,1.5,1650,0,1983,2009,12721 83rd Ct NE,Kirkland,WA 98034,USA,410000
4,2,3510,1,2210,1300,1965,1982,1962 SW 172nd St,Burien,WA 98166,USA,554820
4,3,3370,1,1860,1510,1988,2000,3524 NW 67th St,Seattle,WA 98117,USA,1325000
3,2.5,2390,2,2390,0,1984,0,14500-14526 NE 61st St,Redmond,WA 98052,USA,735000
3,1,1230,1,1230,0,1951,1999,3126 108th Ave SE,Bellevue,WA 98004,USA,607000
4,3,2830,2,2830,0,1987,0,34422 176th Ave SE,Auburn,WA 98092,USA,549900
3,1.75,1620,1,1310,310,1988,2000,21659 SE 266th St,Maple Valley,WA 98038,USA,258000
4,4,2290,1.5,1690,600,1940,0,2319 41st Ave SW,Seattle,WA 98116,USA,661254
4,2,2840,1,1420,1420,1952,2008,9723 NE 15th St,Clyde Hill,WA 98004,USA,945000
4,3.5,4220,2,4220,0,1993,0,5002 Jasmine Ave SE,Auburn,WA 98092,USA,799950
3,1,1080,1,1080,0,1967,2011,4411 S 314th St,Auburn,WA 98001,USA,132500
3,1.75,1620,1,1190,430,1973,2013,6605-6609 141st Pl NE,Redmond,WA 98052,USA,467100
4,3.5,4390,2,3060,1330,1990,2009,2758 68th Ave SE,Mercer Island,WA 98040,USA,1610000
3,1.75,1620,1,940,680,1926,0,6729 Dibble Ave NW,Seattle,WA 98117,USA,641000
3,1,1010,1,1010,0,1947,1988,16220 8th Ave NE,Shoreline,WA 98155,USA,350000
4,2.5,1750,1,1240,510,1983,0,15216 SE 176th Pl,Renton,WA 98058,USA,335000
3,3.5,4080,1.5,4080,0,2000,0,37739 Auburn Enumclaw Rd SE,Auburn,WA 98092,USA,900000
4,2.5,2560,1,1280,1280,1965,0,749 Mountain View Pl SW,Issaquah,WA 98027,USA,440000
3,1.75,1120,1.5,1120,0,1925,1968,6617 Beveridge Pl SW,Seattle,WA 98136,USA,464600
4,3.5,4740,2,4740,0,2003,0,19933 NE 85th St,Redmond,WA 98053,USA,1200000
2,1,1340,1,1340,0,1947,2012,7111 S Ryan St,Seattle,WA 98178,USA,300000
4,2,1590,1,1590,0,1951,1994,2333 12th Ave E,Seattle,WA 98102,USA,670500
3,1,1430,1,1080,350,1919,1985,6008 29th Ave NE,Seattle,WA 98115,USA,552000
4,1,1450,1,1450,0,1943,2002,1011 SW 118th St,Seattle,WA 98146,USA,244000
4,2.75,3500,2,3500,0,2005,0,8930-9034 236th Ave NE,Redmond,WA 98053,USA,788600
3,2,1630,1,1630,0,1987,2000,1905 NE 29th Ct,Renton,WA 98056,USA,445000
4,1.75,1814,1,944,870,1951,1999,7532 44th Ave NE,Seattle,WA 98115,USA,530000
2,1,580,1,580,0,1943,2002,6621 S 131st Pl,Seattle,WA 98178,USA,90000
3,2,1670,1.5,1670,0,1931,0,7705 13th Ave NW,Seattle,WA 98117,USA,585000
2,2,1140,1,1140,0,1924,2009,2086 Market St,Kirkland,WA 98033,USA,498000
2,1,800,1,800,0,1940,1996,1709 NE 86th St,Seattle,WA 98115,USA,379000
3,1.75,1300,1,820,480,1919,1934,825 NE 63rd St,Seattle,WA 98115,USA,462000
4,2.5,2440,2,2440,0,1993,0,16032 SE 170th Pl,Renton,WA 98058,USA,388000
3,2,1490,1.5,1490,0,1984,0,11405 SE 229th St,Kent,WA 98031,USA,255000
3,2.75,1800,1,1320,480,1966,0,12115 SE 44th Pl,Bellevue,WA 98006,USA,665000
3,2,1830,1,1830,0,1959,0,11815 SE 56th St,Bellevue,WA 98006,USA,550000
3,1,1500,1,1000,500,1947,2012,128 NW 59th St,Seattle,WA 98107,USA,606000
4,2.5,2210,1,1410,800,1965,0,12413 84th Ave S,Seattle,WA 98178,USA,334000
3,2,1270,3,1270,0,2006,0,8830 Midvale Ave N,Seattle,WA 98103,USA,360000
2,1,1140,1.5,1010,130,2007,0,3002 SW Cycle Ct,Seattle,WA 98126,USA,235000
3,2.5,1620,3,1470,150,2008,0,5410 Greenwood Ave N,Seattle,WA 98103,USA,580000
3,2,1220,3,1220,0,2007,0,9245a Interlake Ave N,Seattle,WA 98103,USA,355000
2,2.5,750,2,750,0,2006,0,1700 E Columbia St,Seattle,WA 98122,USA,375000
4,1.75,1960,1,1340,620,1979,0,16803 426th Pl SE,North Bend,WA 98045,USA,372000
3,1,1370,1.5,1370,0,1924,2011,611 N 46th St,Seattle,WA 98103,USA,479000
5,4,4580,3,4580,0,2004,2003,4277 E Lake Sammamish Shore Ln SE,Sammamish,WA 98075,USA,2000000
4,4.25,5584,2,5584,0,1998,2006,29002 NE 3rd Way,Carnation,WA 98014,USA,1680000
2,1,1010,1,1010,0,1924,1956,7550 Roosevelt Way NE,Seattle,WA 98115,USA,501000
3,1.75,1260,1,1260,0,1994,0,23221 SE 242nd St,Maple Valley,WA 98038,USA,245000
3,2.5,1740,2,1740,0,1989,0,3512 253rd Ct SE,Issaquah,WA 98029,USA,496700
4,1.5,2670,2,2670,0,1996,0,1121 48th Ct SE,Auburn,WA 98092,USA,347000
2,1,720,1,720,0,1943,0,3113 SE 6th St,Renton,WA 98058,USA,199000
3,2.5,2460,2,2460,0,2007,0,34214 SE Carmichael St,Snoqualmie,WA 98065,USA,440500
4,2.5,3670,2,3670,0,2005,0,19454 SE 27th Pl,Sammamish,WA 98075,USA,820000
4,3.5,2630,1.5,1640,990,1984,0,18641 48th Pl S,SeaTac,WA 98188,USA,325000
3,1.75,1570,1,1570,0,1991,0,1168 Semanski St,Enumclaw,WA 98022,USA,195000
3,3,2980,1,1820,1160,1981,2013,15017-15023 NE 144th St,Redmond,WA 98052,USA,675000
3,2.5,1560,2,1560,0,2003,0,23620 SE 243rd Pl,Maple Valley,WA 98038,USA,295000
3,2.5,1620,1,1620,0,1955,0,19584-19766 Meridian Ave N,Shoreline,WA 98133,USA,355300
3,1,1140,1,1140,0,1960,2012,5403 23rd Ave SW,Seattle,WA 98106,USA,276000
2,1.5,2730,1,1570,1160,1976,1992,19807 330th Ave NE,Duvall,WA 98019,USA,460000
3,2,2130,1,2130,0,1989,0,16704 162nd Ave NE,Woodinville,WA 98072,USA,880000
3,2.5,1780,2,1780,0,2001,0,1743 NE 146th St,Shoreline,WA 98155,USA,370000
4,2.5,2100,2,2100,0,2009,0,11674 SE 189th Pl,Renton,WA 98058,USA,346000
3,1,1140,1,1140,0,1972,2002,4804 S 378th St,Auburn,WA 98001,USA,172500
3,1.5,1690,1,1140,550,1956,0,6601 NE 153rd Pl,Kenmore,WA 98028,USA,379950
2,1,1160,1,860,300,1942,1982,3169 NE 85th St,Seattle,WA 98115,USA,468000
4,2.75,1720,2,1720,0,1978,0,5149 S Graham St,Seattle,WA 98118,USA,477000
3,1,1210,1.5,1210,0,1924,0,6015 5th Ave NW,Seattle,WA 98107,USA,529000
3,1.5,1255,3,1255,0,2004,2003,11716 16th Ave NE,Seattle,WA 98125,USA,312000
2,1,880,1,880,0,1942,1999,11709 3rd Ave NW,Seattle,WA 98177,USA,326100
3,1,1050,1.5,1050,0,1954,2005,10710 Lake City Way NE,Seattle,WA 98125,USA,360000
3,1.75,1650,1,1650,0,1961,2001,18504 57th Ave NE,Kenmore,WA 98028,USA,438000
3,1,1570,1,1570,0,1954,2005,19141 1st Ave NW,Shoreline,WA 98177,USA,360000
4,2.5,2920,1,1470,1450,1921,2006,3438-3474 S Charles St,Seattle,WA 98144,USA,1050000
4,3,3000,1.5,1970,1030,1913,2014,3220 19th Ave S,Seattle,WA 98144,USA,688000
3,1.75,1850,1,1850,0,1983,0,4640 193rd Ave SE,Issaquah,WA 98027,USA,585000
3,2.5,1440,1,1000,440,1983,0,11009 SE 220th Pl,Kent,WA 98031,USA,265000
3,1.75,1440,1,1440,0,1973,2013,13607 128th Ave NE,Kirkland,WA 98034,USA,375000
3,1,1810,2,1810,0,1970,2014,15717 126th Pl NE,Woodinville,WA 98072,USA,326500
2,1,1180,1,1180,0,1918,0,12662 60th Ave S,Seattle,WA 98178,USA,160000
4,3.75,3070,2,2400,670,1927,0,1527 39th Ave E,Seattle,WA 98112,USA,1570000
5,2.75,3390,2,3390,0,2004,2003,Trossachs Blvd SE,Sammamish,WA 98075,USA,735000
2,1,1470,1,1470,0,1940,0,3825 NE 87th St,Seattle,WA 98115,USA,400000
4,2.5,2680,1,1380,1300,1952,2013,11540 NE 91st St,Kirkland,WA 98033,USA,800000
4,2.25,2290,2,2290,0,1978,0,10413 SE 25th St,Bellevue,WA 98004,USA,949880
3,1.75,1980,1,1310,670,1949,1985,2317 N 147th St,Shoreline,WA 98133,USA,405000
4,2.5,2870,2,2540,330,1979,2014,16727 163rd Pl SE,Renton,WA 98058,USA,399000
3,2,1840,1,1010,830,1951,0,7741 29th Ave NW,Seattle,WA 98117,USA,730001
4,3.25,4060,2,4060,0,2000,0,6875 SE 33rd St,Mercer Island,WA 98040,USA,1795000
3,2,1630,1,1630,0,2003,0,311 Dereks Pl,Pacific,WA 98047,USA,260000
2,2,1880,1.5,1880,0,1902,0,516 16th Ave E,Seattle,WA 98112,USA,751750
3,1.75,1780,1,1780,0,1983,0,26222 142nd Ave SE,Kent,WA 98042,USA,325000
4,2,2330,1,1400,930,1941,1998,440 Scenic Way,Kent,WA 98030,USA,344950
3,1.75,1840,1,1050,790,1925,0,1626 S Bennett St,Seattle,WA 98108,USA,457500
5,2,2330,1,1190,1140,1962,0,14323 73rd Ave NE,Kenmore,WA 98028,USA,389000
4,2.5,3200,2,3200,0,2005,0,5201 NE 11th Ct,Renton,WA 98059,USA,515000
3,2.5,2330,2,1410,920,2004,2003,6123 37th Ave NW,Seattle,WA 98107,USA,732000
3,2.25,1950,1,1350,600,1964,2000,1531 NE 172nd St,Shoreline,WA 98155,USA,415000
4,3.5,3080,2,2300,780,1937,2009,2441-2499 Crane Dr W,Seattle,WA 98199,USA,1655000
2,1,1040,1,1040,0,1951,1994,6559 42nd Ave NE,Seattle,WA 98115,USA,535000
4,4.25,1960,2,1960,0,1940,2003,2113 41st Ave SW,Seattle,WA 98116,USA,540000
5,3,2750,1.5,1750,1000,1926,0,7550 14th Avenue Northeast,Seattle,WA 98115,USA,525000
3,1.75,1930,1,1930,0,1977,2004,15816 NE 195th St,Woodinville,WA 98072,USA,570000
5,4.5,4850,2,4850,0,2001,0,31617 6th Ave SW,Federal Way,WA 98023,USA,569950
4,2.5,1982,2,1982,0,2004,2003,26526 111th Pl SE,Kent,WA 98030,USA,283200
3,2.75,2640,1.5,1750,890,1926,0,1532 McGilvra Blvd E,Seattle,WA 98112,USA,1100000
4,2.5,1850,1,1430,420,1978,0,5022 Private Rd,Redmond,WA 98052,USA,830000
4,2.25,1940,1,1430,510,1956,0,1805 154th Ave SE,Bellevue,WA 98007,USA,495000
5,3,2840,1,1710,1130,2003,0,10719 47th Ave S,Tukwila,WA 98178,USA,292050
5,1.5,1900,1,1130,770,1961,2004,8605 NE 137th St,Kirkland,WA 98034,USA,415000
5,1,1410,1,960,450,1955,0,20208 1st Pl S,Des Moines,WA 98198,USA,295832
4,2.5,2520,2,2520,0,1999,0,28312 NE 138th Pl,Duvall,WA 98019,USA,450000
4,3.75,3160,2.5,3160,0,1997,0,4646 88th Ave SE,Mercer Island,WA 98040,USA,1381000
4,3,3720,2,3720,0,1991,0,10161 134th Pl NE,Kirkland,WA 98033,USA,857000
3,3.5,1820,2,1430,390,2014,0,729 Martin Luther King Jr Way S,Seattle,WA 98144,USA,499950
3,2,1560,1,1560,0,1967,0,14216-14228 117th Ave NE,Kirkland,WA 98034,USA,465000
3,1,1600,1,1150,450,1964,0,8127 22nd Ave SW,Seattle,WA 98106,USA,329000
3,2,1230,1,1230,0,1984,0,15918 NE 113th Ct,Redmond,WA 98052,USA,475000
3,1,960,1,960,0,1955,2005,20234 20th Ave NE,Shoreline,WA 98155,USA,255000
3,1,1270,1.5,1270,0,1928,1954,3824 35th Ave SW,Seattle,WA 98126,USA,435000
3,2.5,2810,2,2810,0,2001,0,6231 Lake Washington Blvd SE,Bellevue,WA 98006,USA,685000
2,2.5,2160,1,2160,0,2002,0,23744 NE 116th Pl,Redmond,WA 98053,USA,715000
3,3,2520,1.5,1560,960,1925,2006,1906 11th Ave W,Seattle,WA 98119,USA,780000
2,1.5,1180,2,990,190,2005,0,323 25th Ave S,Seattle,WA 98144,USA,345000
4,2.25,1810,2,1810,0,2003,0,1035 Duvall Pl NE,Renton,WA 98059,USA,355000
3,2.5,1680,1,1240,440,1994,0,20020 127th Pl SE,Kent,WA 98031,USA,282000
3,1,910,1,910,0,1971,0,1256 SW 146th St,Burien,WA 98166,USA,244000
3,3.75,3250,2,2370,880,1951,1999,3041 37th Ave W,Seattle,WA 98199,USA,967500
3,1.5,2000,1,1520,480,1965,1993,5230 S Rose St,Seattle,WA 98118,USA,375000
3,3.25,3790,2,3790,0,1985,0,17780 13th Ave NW,Seattle,WA 98177,USA,1600000
3,1.75,2310,1,1760,550,1977,2004,1950 NW Goode Pl,Issaquah,WA 98027,USA,527500
3,2.25,2510,1.5,1810,700,1932,2002,3227 Whalley Pl W,Seattle,WA 98199,USA,994000
3,1.75,1320,1,1320,0,1948,1985,15345 Stone Ave N,Shoreline,WA 98133,USA,313000
3,2.25,2370,2,2370,0,1979,2014,3118 264th Ave NE,Redmond,WA 98053,USA,587000
3,1,900,1,900,0,1972,0,7725 NE 143rd St,Kirkland,WA 98034,USA,304000
3,2.5,2540,2,2540,0,1940,2001,12037 6th Ave NW,Seattle,WA 98177,USA,675000
4,1,2100,1,1050,1050,1968,0,16423 126th Pl SE,Renton,WA 98058,USA,305000
